task,seed,outer_fold,control_prior,control_display,lambda_fc,lambda_l,fp_r_matched,fp_r_control,fp_delta_r,fp_rmse_matched,fp_rmse_control,fp_mae_matched,fp_mae_control,fused_r_matched,fused_r_control,fused_delta_r,fused_rmse_matched,fused_rmse_control,fused_mae_matched,fused_mae_control,w_fp,w_sc
working_memory,5,0,cross_task,Cross-task,0.1,5.0,0.29126796001756844,0.24773042844355878,-0.043537531574009664,11.637063524949564,12.071540380964503,8.900102968743829,9.420109354672949,0.11182886866866688,0.09572526297569113,-0.016103605692975753,12.311934161356689,12.47958103364022,9.722219913293744,9.916079878105194,0.55,0.45
working_memory,5,1,cross_task,Cross-task,0.1,2.0,0.330377482686554,0.2897125963776629,-0.04066488630889109,11.520119747978944,11.783187984444009,9.403259536123597,9.66719413759437,0.25683637253132247,0.22766220415588054,-0.029174168375441928,11.73242041280978,11.871073760100817,9.731316652222509,9.81320491381052,0.55,0.45
working_memory,5,2,cross_task,Cross-task,0.01,0.1,0.04431274227172925,0.09460324148037144,0.05029049920864219,14.350958713111822,14.045290484536437,11.364997383141041,11.011030045675437,0.0744556307015514,0.12104392147691588,0.046588290775364485,12.270416884324957,11.99239674233543,9.7026096064407,9.615718915716734,0.65,0.35
working_memory,5,3,cross_task,Cross-task,0.1,5.0,0.3756893049993886,0.3399313714555652,-0.035757933543823395,10.996819841408406,11.148660806867156,9.07728976610516,9.20540858906295,0.2545129208784884,0.2350372973184269,-0.019475623560061522,11.42562604739223,11.45838085927719,9.333197015831187,9.352479853844326,0.45,0.55
working_memory,5,4,cross_task,Cross-task,0.1,5.0,0.21349991641541446,0.14946549862392733,-0.06403441779148714,11.381245231059392,11.825713685360158,9.41563059991537,9.837288433794138,0.22572836622617864,0.16104716450723738,-0.06468120171894126,11.259386157736733,11.687183852110179,9.315922469528784,9.748687542362182,0.95,0.05
working_memory,6,0,cross_task,Cross-task,0.1,1.0,0.22269942860232034,0.21890022584746033,-0.0037992027548600094,11.880118642382588,12.078550043207365,9.725612640160051,9.98270313515702,0.23425617450787545,0.23076921523954258,-0.0034869592683328676,11.660292911094047,11.787486357763415,9.608889084017465,9.736163399869175,0.85,0.15
working_memory,6,1,cross_task,Cross-task,0.1,0.03,0.18426783143265946,0.20587211320848936,0.021604281775829903,11.159017237192092,11.300551910715212,9.072515145146694,9.138239345792954,0.23827316706904345,0.2510623795363315,0.012789212467288036,10.413743485575019,10.482114814448668,8.471377216082377,8.445930171668499,0.7,0.3
working_memory,6,2,cross_task,Cross-task,0.1,5.0,0.040462723353303025,-0.06434258009568541,-0.10480530344898845,12.818865204409818,13.50611520013405,10.899021002654614,11.378861780254555,0.03905807648500363,-0.06217999499320181,-0.10123807147820543,12.676120164607148,13.305034757083446,10.79757799419627,11.27713307482622,0.9,0.1
working_memory,6,3,cross_task,Cross-task,0.1,0.5,0.33719362970331057,0.34198024412574046,0.004786614422429891,10.453572145474133,10.443878048709564,7.977503441906107,8.174806372843243,0.3431016589471793,0.3484400320235639,0.005338373076384573,10.302766935298788,10.278636276253714,7.824892709727432,7.972474146319717,0.9,0.1
working_memory,6,4,cross_task,Cross-task,0.1,5.0,0.46939258683616936,0.3815727115964245,-0.08781987523974488,11.038894238352993,11.620727801615706,9.159982470271558,9.736272927265858,0.2811678535307342,0.26943102094316135,-0.011736832587572854,12.028655578702228,12.082486764131001,9.78464420848633,9.861000910220925,0.2,0.8
working_memory,7,0,cross_task,Cross-task,0.1,5.0,0.2603160344936237,0.2665249828458057,0.006208948352181998,11.856115552748696,11.954806059846263,8.984333456740103,9.298709834364665,0.2603160344936237,0.2665249828458057,0.006208948352181998,11.856115552748696,11.954806059846263,8.984333456740103,9.298709834364665,1.0,0.0
working_memory,7,1,cross_task,Cross-task,0.01,5.0,0.25968347948010634,0.2231900179821896,-0.03649346149791674,11.811961449524423,12.41538977826228,9.880564301248686,10.281801299428832,0.24475449656726853,0.20652215663546303,-0.0382323399318055,11.03519559755773,11.55304196577814,9.176757753964683,9.563494540662015,0.75,0.25
working_memory,7,2,cross_task,Cross-task,0.1,1.0,0.15611361154678483,0.13658282021478588,-0.019530791331998948,12.428538035164578,12.70402040668235,9.895622321122932,9.981054993134743,0.18860205884720466,0.1748007607561172,-0.01380129809108746,11.834448926657888,11.933354491682806,9.408822634391385,9.413807923913918,0.65,0.35
working_memory,7,3,cross_task,Cross-task,0.1,5.0,0.4385332270944563,0.33084872676817423,-0.10768450032628207,10.5426642793996,11.382966155101922,9.068580505724123,9.566641401795886,0.34194506382130485,0.27369885692805385,-0.068246206893251,11.070974530060354,11.399051409357789,9.404781895465467,9.569737461742587,0.55,0.45
working_memory,7,4,cross_task,Cross-task,0.1,5.0,0.2454039695111192,0.30551477198399346,0.06011080247287426,11.628307894819459,11.241949334616013,9.584938531855531,9.212351719635473,0.25889338262594574,0.31390961536936735,0.0550162327434216,11.201090464314026,10.905364284755246,9.328101440748062,9.039832598537146,0.75,0.25
working_memory,8,0,cross_task,Cross-task,1.0,5.0,0.18588058190678028,0.23169375635860748,0.0458131744518272,11.368159480082996,11.281135793685662,9.19534029743758,9.184730045110747,0.18801975680259475,0.21705659151264195,0.0290368347100472,11.37376895863205,11.313461871286945,9.29550454596708,9.30221670523151,0.55,0.45
working_memory,8,1,cross_task,Cross-task,0.001,5.0,0.2823403905225489,0.24180622969846594,-0.040534160824082954,12.703142186088344,12.64866957621048,10.55224304256518,10.675163493787268,0.30566180741029414,0.2694517520306006,-0.03621005537969352,11.943799231863357,11.947619902796164,9.936155257192542,10.086382487317001,0.85,0.15
working_memory,8,2,cross_task,Cross-task,0.01,0.03,0.4299465428690098,0.40601247315864447,-0.023934069710365324,10.695275048827554,11.178492219276327,8.290758522677413,8.66941053787357,0.42867949430399666,0.41672764832728526,-0.011951845976711395,10.156981429521048,10.274072058042886,8.205817575834295,8.366018334399643,0.6,0.4
working_memory,8,3,cross_task,Cross-task,0.1,5.0,0.3312249525760822,0.27980916144118584,-0.05141579113489636,11.005403588394959,11.352332833210651,9.126675413073679,9.399586038464546,0.3312249525760822,0.27980916144118584,-0.05141579113489636,11.005403588394959,11.352332833210651,9.126675413073679,9.399586038464546,1.0,0.0
working_memory,8,4,cross_task,Cross-task,0.1,5.0,0.3031098315863876,0.22540088802937697,-0.07770894355701063,11.353230101201563,11.991413896481314,8.936570001866762,9.696841067550244,0.2756257488736126,0.21048438073750525,-0.06514136813610732,11.226035716606075,11.560865726973642,9.05666548011264,9.312152225946274,0.6,0.4
working_memory,9,0,cross_task,Cross-task,0.1,5.0,0.4683582178052859,0.40868953419278375,-0.05966868361250216,11.041111654468477,11.407506848946536,8.802135650183954,9.265611056524001,0.4683582178052859,0.40868953419278375,-0.05966868361250216,11.041111654468477,11.407506848946536,8.802135650183954,9.265611056524001,1.0,0.0
working_memory,9,1,cross_task,Cross-task,0.01,0.1,0.17102034357519602,0.17293525450448352,0.0019149109292875,13.40270613285876,13.581252821964046,10.296025322448688,10.501737679146538,0.16956614682608673,0.17329384034903814,0.0037276935229514085,11.669169593600367,11.675876764287255,9.423586512676058,9.33697937325391,0.55,0.45
working_memory,9,2,cross_task,Cross-task,0.1,5.0,0.2312713719116583,0.15933332215999083,-0.07193804975166748,11.303299322144186,11.881220201882881,8.938752354571662,9.321994763208828,0.2640250582897565,0.1986026613576424,-0.06542239693211407,11.059461973321215,11.45359364742159,8.809270025417003,9.160211341028477,0.75,0.25
