edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
6439,94,95,95,96,-0.03168126759318207,0.03168126759318207,0.014965723090931847,140,Cerebelum_3_L,Cerebelum_3_R,0.02,0.06,0.12,1.0
3103,31,35,32,36,0.03138616483161066,0.03165276190731686,0.01911389863268295,141,Cingulum_Ant_R,Cingulum_Post_R,0.0,0.02,0.12,0.98
1274,11,76,12,77,-0.03156251875339052,0.03156251875339052,0.020636394250651578,142,Frontal_Inf_Oper_R,Thalamus_L,0.0,0.0,0.0,1.0
6460,95,96,96,97,-0.030973205508149325,0.03152726409347429,0.015520668315550762,143,Cerebelum_3_R,Cerebelum_4_5_L,0.0,0.0,0.06,0.98
3494,35,100,36,101,-0.03128173634481211,0.03140859883106674,0.02020867459345529,144,Cingulum_Post_R,Cerebelum_7b_L,0.0,0.02,0.06,0.98
2880,28,67,29,68,0.031368739106670054,0.031368739106670054,0.018991629245287647,145,Insula_L,Precuneus_R,0.0,0.0,0.0,1.0
5681,71,73,72,74,0.03128981356054532,0.03128981356054532,0.018809604536911693,146,Caudate_R,Putamen_R,0.0,0.0,0.0,1.0
6351,90,97,91,98,-0.031209668495756206,0.031209668495756206,0.015377777734066844,147,Cerebelum_Crus1_L,Cerebelum_4_5_R,0.0,0.0,0.0,1.0
6503,97,102,98,103,-0.031197427611946767,0.031197427611946767,0.025400038226004923,148,Cerebelum_4_5_R,Cerebelum_8_L,0.0,0.0,0.02,1.0
1283,11,85,12,86,0.031188534915593594,0.031188534915593594,0.020065728378527437,149,Frontal_Inf_Oper_R,Temporal_Mid_R,0.0,0.0,0.02,1.0
2455,23,87,24,88,0.031188175661609113,0.031188175661609113,0.021452445374845565,150,Frontal_Sup_Medial_R,Temporal_Pole_Mid_R,0.0,0.0,0.0,1.0
6457,94,113,95,114,0.031135500073346513,0.031135500073346513,0.018925820224079553,151,Cerebelum_3_L,Vermis_8,0.0,0.02,0.02,1.0
5808,73,115,74,116,-0.031086214813340902,0.031086214813340902,0.018719496573177532,152,Putamen_R,Vermis_10,0.0,0.0,0.0,1.0
571,5,12,6,13,-0.031036413852260147,0.031036413852260147,0.020280605726249838,153,Frontal_Sup_Orb_R,Frontal_Inf_Tri_L,0.0,0.0,0.0,1.0
6375,91,97,92,98,-0.030997955040875817,0.030997955040875817,0.01969874204845215,154,Cerebelum_Crus1_R,Cerebelum_4_5_R,0.0,0.0,0.02,1.0
1184,10,90,11,91,0.03097405785264497,0.03097405785264497,0.013496684247275799,155,Frontal_Inf_Oper_L,Cerebelum_Crus1_L,0.0,0.0,0.02,1.0
6505,97,104,98,105,-0.030857158485462964,0.030857158485462964,0.019966744141356074,156,Cerebelum_4_5_R,Cerebelum_9_L,0.0,0.0,0.02,1.0
6553,100,104,101,105,-0.030831185874671655,0.030851750686104774,0.019138109725612022,157,Cerebelum_7b_L,Cerebelum_9_L,0.0,0.0,0.0,0.96
3066,30,82,31,83,0.03084812616151615,0.03084812616151615,0.02286899881398251,158,Cingulum_Ant_L,Temporal_Pole_Sup_L,0.0,0.0,0.0,1.0
2885,28,72,29,73,-0.030718949360336714,0.030718949360336714,0.022332209848312697,159,Insula_L,Putamen_L,0.0,0.0,0.0,1.0
5948,77,97,78,98,-0.03064624414086113,0.03064624414086113,0.01923441885829645,160,Thalamus_R,Cerebelum_4_5_R,0.0,0.0,0.02,1.0
1959,18,61,19,62,-0.03064236392228614,0.03064236392228614,0.016976102159311467,161,Supp_Motor_Area_L,Parietal_Inf_R,0.0,0.0,0.06,1.0
3044,30,60,31,61,-0.030392091316089772,0.030392091316089772,0.019609149651611778,162,Cingulum_Ant_L,Parietal_Inf_L,0.0,0.0,0.0,1.0
2404,23,36,24,37,-0.030364609250516327,0.030364609250516327,0.02562155668414888,163,Frontal_Sup_Medial_R,Hippocampus_L,0.0,0.0,0.08,1.0
3258,32,107,33,108,0.030352438262162048,0.030352438262162048,0.014480085663393536,164,Cingulum_Mid_L,Cerebelum_10_R,0.0,0.0,0.02,1.0
3659,37,108,38,109,0.030343121799528517,0.030343121799528517,0.01734531165190074,165,Hippocampus_R,Vermis_1_2,0.0,0.0,0.02,1.0
2462,23,94,24,95,-0.029898010247192026,0.030272352649309844,0.011490970814119907,166,Frontal_Sup_Medial_R,Cerebelum_3_L,0.02,0.02,0.08,0.94
5913,76,100,77,101,-0.03018228085637176,0.030262828782138394,0.015270387106153558,167,Thalamus_L,Cerebelum_7b_L,0.0,0.0,0.02,0.96
5668,70,104,71,105,-0.030135852456759246,0.030135852456759246,0.01983680292390945,168,Caudate_L,Cerebelum_9_L,0.0,0.02,0.08,1.0
2461,23,93,24,94,-0.03011973533878452,0.03011973533878452,0.020853410283033925,169,Frontal_Sup_Medial_R,Cerebelum_Crus2_R,0.04,0.08,0.16,1.0
2989,29,90,30,91,0.029950784173426902,0.029950784173426902,0.01959385063773851,170,Insula_R,Cerebelum_Crus1_L,0.0,0.0,0.0,1.0
1377,12,76,13,77,-0.02971389904618764,0.029795412591488043,0.016302645261171804,171,Frontal_Inf_Tri_L,Thalamus_L,0.0,0.0,0.0,0.98
